GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
2716030,160,27,,,,,,Donaldson city,42,21,41,22,42,41
2716084,160,27,,,,,,Donnelly city,241,125,254,121,241,254
2716264,160,27,,,,,,Dover city,735,282,438,174,735,438
2717126,160,27,,,,,,Dundas city,1367,533,547,229,1367,547
2717612,160,27,,,,,,East Grand Forks city,8601,3626,7501,3108,8601,7501
2717630,160,27,,,,,,East Gull Lake city,1004,792,978,709,1004,978
2717900,160,27,,,,,,Echo city,278,122,278,136,278,278
2718134,160,27,,,,,,Eden Valley city,1042,485,866,376,1042,866
2718152,160,27,,,,,,Edgerton city,1189,525,1033,477,1189,1033
2718458,160,27,,,,,,Elbow Lake city,1176,623,1275,624,1176,1275
2718746,160,27,,,,,,Ellendale city,691,317,590,260,691,590
2719142,160,27,,,,,,Ely city,3460,2022,3724,1912,3460,3724
2719286,160,27,,,,,,Emily city,813,1055,847,876,813,847
2719340,160,27,,,,,,Emmons city,391,190,432,191,391,432
2719700,160,27,,,,,,Erskine city,503,273,437,250,503,437
2719934,160,27,,,,,,Eveleth city,3718,1942,3865,1965,3718,3865
2720420,160,27,,,,,,Falcon Heights city,5321,2254,5572,2136,5321,5572
2721122,160,27,,,,,,Finlayson city,315,145,314,136,315,314
2721410,160,27,,,,,,Florence city,39,20,61,27,39,61
2721932,160,27,,,,,,Fort Ripley city,69,37,74,35,69,74
2721986,160,27,,,,,,Fosston city,1527,750,1575,739,1527,1575
2722364,160,27,,,,,,Franklin city,510,230,498,217,510,498
2722940,160,27,,,,,,Frost city,198,123,251,126,198,251
2723192,160,27,,,,,,Garrison city,210,184,213,191,210,213
2723678,160,27,,,,,,Gibbon city,772,394,808,378,772,808
2725010,160,27,,,,,,Grand Meadow city,1139,485,945,407,1139,945
2725918,160,27,,,,,,Greenwood city,688,327,729,297,688,729
2726000,160,27,,,,,,Grey Eagle city,348,189,335,164,348,335
2726216,160,27,,,,,,Grygla city,221,131,228,128,221,228
2726666,160,27,,,,,,Hamburg city,513,222,538,209,513,538
2726828,160,27,,,,,,Hammond city,132,65,198,84,132,198
2727008,160,27,,,,,,Hanska city,402,197,443,196,402,443
2727188,160,27,,,,,,Harmony city,1020,541,1080,500,1020,1080
2727278,160,27,,,,,,Harris city,1132,449,1121,393,1132,1121
2727404,160,27,,,,,,Hartland city,315,148,288,144,315,288
2727944,160,27,,,,,,Hayward city,250,123,249,116,250,249
2728124,160,27,,,,,,Hector city,1151,573,1166,532,1151,1166
2728574,160,27,,,,,,Henriette city,71,38,101,38,71,101
2728646,160,27,,,,,,Herman city,437,254,452,237,437,452
2728700,160,27,,,,,,Heron Lake city,698,343,768,322,698,768
2729258,160,27,,,,,,Hilltop city,744,414,766,426,744,766
2729402,160,27,,,,,,Hitterdal city,201,100,201,102,201,201
2729474,160,27,,,,,,Hoffman city,681,325,672,307,681,672
2729618,160,27,,,,,,Holland city,187,110,215,112,187,215
2730284,160,27,,,,,,Howard Lake city,1962,865,1853,759,1962,1853
2730644,160,27,,,,,,Hutchinson city,14178,6393,13080,5667,14178,13080
2731796,160,27,,,,,,Jeffers city,369,196,396,200,369,396
2732372,160,27,,,,,,Kandiyohi city,491,233,555,228,491,555
2732570,160,27,,,,,,Keewatin city,1068,546,1164,550,1068,1164
2732732,160,27,,,,,,Kennedy city,193,114,255,131,193,255
2732876,160,27,,,,,,Kerkhoven city,759,352,759,338,759,759
2733110,160,27,,,,,,Kilkenny city,134,63,148,61,134,148
2734100,160,27,,,,,,Lake Benton city,683,383,703,365,683,703
2734190,160,27,,,,,,Lake Crystal city,2549,1143,2420,973,2549,2420
2734865,160,27,,,,,,Lake St. Croix Beach city,1051,502,1140,487,1051,1140
2735198,160,27,,,,,,Lake Wilson city,251,139,270,135,251,270
2735288,160,27,,,,,,Lamberton city,824,429,859,447,824,859
2735414,160,27,,,,,,Landfall city,686,285,700,300,686,700
2735738,160,27,,,,,,Lauderdale city,2379,1202,2364,1169,2379,2364
2736620,160,27,,,,,,Le Roy city,929,488,925,433,929,925
2736800,160,27,,,,,,Lewiston city,1620,634,1484,563,1620,1484
2736818,160,27,,,,,,Lewisville city,250,116,274,126,250,274
2736836,160,27,,,,,,Lexington city,2049,861,2214,879,2049,2214
2737016,160,27,,,,,,Lilydale city,623,444,552,383,623,552
2737448,160,27,,,,,,Litchfield city,6726,2930,6562,2741,6726,6562
2737502,160,27,,,,,,Little Canada city,9773,4689,9771,4471,9773,9771
2738114,160,27,,,,,,Longville city,156,164,180,150,156,180
2738222,160,27,,,,,,Loretto city,650,278,570,228,650,570
2738366,160,27,,,,,,Lowry city,299,141,271,122,299,271
2738420,160,27,,,,,,Lucan city,191,110,226,108,191,226
2739014,160,27,,,,,,McGregor city,391,207,404,199,391,404
2739266,160,27,,,,,,Madison city,1551,873,1768,882,1551,1768
2739320,160,27,,,,,,Madison Lake city,1017,430,837,370,1017,837
2740256,160,27,,,,,,Maple Plain city,1768,775,2088,786,1768,2088
2740346,160,27,,,,,,Mapleview city,176,93,189,96,176,189
2740418,160,27,,,,,,Marble city,701,315,695,308,701,695
2741138,160,27,,,,,,Mayer city,1749,619,554,205,1749,554
2741210,160,27,,,,,,Maynard city,366,175,388,181,366,388
2741282,160,27,,,,,,Mazeppa city,842,362,778,335,842,778
2741426,160,27,,,,,,Medford city,1239,470,984,388,1239,984
2742146,160,27,,,,,,Milan city,369,178,326,176,369,326
2742290,160,27,,,,,,Millville city,182,80,186,78,182,186
2743126,160,27,,,,,,Minneota city,1392,635,1449,614,1392,1449
2743144,160,27,,,,,,Minnesota City city,204,89,235,85,204,235
2743306,160,27,,,,,,Minnetrista city,6384,2336,4358,1567,6384,4358
2743540,160,27,,,,,,Mizpah city,56,45,78,51,56,78
2743810,160,27,,,,,,Montrose city,2847,1116,1143,467,2847,1143
2745016,160,27,,,,,,Nassau city,72,42,83,47,72,83
2745340,160,27,,,,,,Nevis city,390,217,364,199,390,364
2745376,160,27,,,,,,New Auburn city,456,206,488,182,456,488
2746024,160,27,,,,,,New Trier city,112,42,116,31,112,116
2747221,160,27,,,,,,North St. Paul city,11460,4822,11929,4753,11460,11929
2747923,160,27,,,,,,Oakport CDP,1387,509,1334,462,1387,1334
2748130,160,27,,,,,,Ogema city,184,84,143,73,184,143
2748166,160,27,,,,,,Ogilvie city,369,186,474,199,369,474
2748562,160,27,,,,,,Ormsby city,131,68,154,68,131,154
2749732,160,27,,,,,,Parkers Prairie city,1011,464,991,442,1011,991
2749768,160,27,,,,,,Park Rapids city,3709,2003,3276,1616,3709,3276
2749966,160,27,,,,,,Paynesville city,2432,1148,2267,984,2432,2267
2750344,160,27,,,,,,Pennock city,508,184,504,173,508,504
2750416,160,27,,,,,,Pequot Lakes city,2162,1392,947,564,2162,947
2750470,160,27,,,,,,Perham city,2985,1388,2559,1167,2985,2559
2750776,160,27,,,,,,Pierz city,1393,605,1277,522,1393,1277
2751064,160,27,,,,,,Pine City city,3123,1468,3043,1275,3123,3043
2752450,160,27,,,,,,Preston city,1325,675,1426,616,1325,1426
2752558,160,27,,,,,,Prinsburg city,497,216,458,192,497,458
2753080,160,27,,,,,,Randall city,650,301,535,229,650,535
2753296,160,27,,,,,,Raymond city,764,336,803,332,764,803
2753386,160,27,,,,,,Redby CDP,1334,404,957,251,1334,957
2753458,160,27,,,,,,Red Lake CDP,1731,506,1430,421,1731,1430
2753476,160,27,,,,,,Red Lake Falls city,1427,670,1590,652,1427,1590
2754340,160,27,,,,,,Richville city,96,49,124,50,96,124
2755078,160,27,,,,,,Rockville city,2448,1041,749,281,2448,749
2756014,160,27,,,,,,Rothsay city,493,250,497,231,493,497
2756284,160,27,,,,,,Rushford city,1731,772,1696,761,1731,1696
2756302,160,27,,,,,,Rushford Village city,807,325,714,279,807,714
2756518,160,27,,,,,,Rutledge city,229,130,196,110,229,196
2756788,160,27,,,,,,St. Charles city,3735,1532,3295,1276,3735,3295
2757238,160,27,,,,,,St. Martin city,308,126,278,98,308,278
2758936,160,27,,,,,,Scanlon city,991,448,838,374,991,838
2759566,160,27,,,,,,Shelly city,191,117,266,122,191,266
2760016,160,27,,,,,,Shorewood city,7307,2812,7400,2599,7307,7400
2760844,160,27,,,,,,Sleepy Eye city,3599,1605,3515,1591,3599,3515
2761996,160,27,,,,,,Spring Lake Park city,6412,2795,6772,2756,6412,6772
2762014,160,27,,,,,,Spring Park city,1669,1072,1717,983,1669,1717
2762104,160,27,,,,,,Spring Valley city,2479,1172,2518,1090,2479,2518
2762320,160,27,,,,,,Stacy city,1456,591,1278,474,1456,1278
2762446,160,27,,,,,,Staples city,2981,1469,3104,1436,2981,3104
2762500,160,27,,,,,,Starbuck city,1302,671,1314,633,1302,1314
2762662,160,27,,,,,,Steen city,180,76,182,72,180,182
2762698,160,27,,,,,,Stephen city,658,346,708,331,658,708
2763112,160,27,,,,,,Strandquist city,69,47,88,50,69,88
2764048,160,27,,,,,,Taconite city,360,162,315,150,360,315
2764318,160,27,,,,,,Taylors Falls city,976,457,951,386,976,951
2764444,160,27,,,,,,Tenstrike city,201,121,195,110,201,195
2764570,160,27,,,,,,Thief River Falls city,8573,4061,8410,3931,8573,8410
2765164,160,27,,,,,,Tonka Bay city,1475,657,1547,651,1475,1547
2765272,160,27,,,,,,Tower city,500,331,479,295,500,479
2765344,160,27,,,,,,Trail city,46,36,62,35,46,62
2766046,160,27,,,,,,Tyler city,1143,583,1218,577,1143,1218
2766334,160,27,,,,,,Upsala city,427,211,424,196,427,424
2766460,160,27,,,,,,Vadnais Heights city,12302,5243,13069,5132,12302,13069
2766766,160,27,,,,,,Vergas city,331,202,311,165,331,311
2766874,160,27,,,,,,Verndale city,602,253,575,260,602,575
2767504,160,27,,,,,,Wadena city,4088,2010,4294,1964,4088,4294
2767558,160,27,,,,,,Wahkon city,206,206,314,256,206,314
2767792,160,27,,,,,,Walker city,941,605,1069,517,941,1069
2767846,160,27,,,,,,Walnut Grove city,871,367,599,341,871,599
2767900,160,27,,,,,,Walters city,73,36,88,38,73,88
2767918,160,27,,,,,,Waltham city,151,73,196,72,151,196
2768224,160,27,,,,,,Warroad city,1781,839,1722,766,1781,1722
2768296,160,27,,,,,,Waseca city,9410,3818,8493,3563,9410,8493
2768548,160,27,,,,,,Watertown city,4205,1697,3029,1100,4205,3029
2768656,160,27,,,,,,Watson city,205,102,209,98,205,209
2768674,160,27,,,,,,Waubun city,400,182,403,183,400,403
2768818,160,27,,,,,,Wayzata city,3688,2041,4113,2047,3688,4113
2769070,160,27,,,,,,Welcome city,686,341,721,347,686,721
2769970,160,27,,,,,,White Bear Lake city,23797,10479,24325,9813,23797,24325
2770006,160,27,,,,,,White Earth CDP,580,235,424,165,580,424
2770366,160,27,,,,,,Willernie city,507,240,549,229,507,549
2771392,160,27,,,,,,Wolverton city,142,67,122,73,142,122
